user_id,event_type,mode,department,past_user_attendance_rate,days_before_registration,reminder_sent,day_of_week,is_weekend,attended
2125,Conference,Offline,Leadership,0.64,38,1,Tuesday,0,1
2126,Meetup,Hybrid,Design,0.36,0,0,Monday,0,1
2127,Summit,Offline,Design,0.32,18,1,Tuesday,0,1
2128,Seminar,Hybrid,Sales,0.68,14,1,Sunday,1,1
2129,Meetup,Hybrid,Sales,0.99,60,0,Sunday,1,1
2130,Training,Hybrid,Design,0.49,54,0,Sunday,1,1
2131,Summit,Online,HR,0.93,33,0,Saturday,1,1
2132,Cultural,Online,Finance,0.21,6,1,Tuesday,0,1
2133,Meetup,Offline,Engineering,0.93,59,0,Friday,0,1
2134,Meetup,Offline,HR,0.97,34,1,Tuesday,0,1
2135,Sports,Online,Engineering,0.93,21,0,Saturday,1,1
2136,Cultural,Offline,Operations,0.54,42,0,Sunday,1,1
2137,Meetup,Online,Operations,0.53,16,0,Wednesday,0,0
2138,Sports,Offline,HR,0.81,47,1,Monday,0,1
2139,Workshop,Offline,Finance,0.2,8,0,Wednesday,0,0
2140,Seminar,Online,Sales,0.31,47,0,Sunday,1,1
2141,Sports,Offline,HR,0.36,37,1,Wednesday,0,0
2142,Seminar,Hybrid,Leadership,0.41,23,0,Tuesday,0,1
2143,Summit,Hybrid,HR,0.61,21,0,Thursday,0,0
2144,Meetup,Offline,Marketing,0.29,4,1,Thursday,0,1
2145,Conference,Hybrid,Leadership,0.94,12,0,Saturday,1,1
2146,Seminar,Hybrid,Operations,0.11,31,1,Sunday,1,0
2147,Cultural,Online,Operations,0.49,21,0,Thursday,0,0
2148,Seminar,Offline,Engineering,0.74,35,0,Sunday,1,1
2149,Workshop,Hybrid,Finance,0.64,47,0,Wednesday,0,1
2150,Cultural,Hybrid,Engineering,0.99,9,0,Saturday,1,1
2151,Training,Hybrid,Operations,0.7,6,0,Sunday,1,1
2152,Meetup,Offline,Finance,0.75,29,0,Monday,0,1
2153,Seminar,Online,HR,0.3,31,1,Friday,0,1
2154,Sports,Hybrid,Leadership,0.7,4,1,Thursday,0,1
2155,Conference,Offline,Engineering,0.38,42,0,Friday,0,1
2156,Seminar,Offline,Operations,0.18,16,0,Saturday,1,0
2157,Sports,Hybrid,Operations,0.96,37,1,Monday,0,1
2158,Conference,Offline,HR,0.16,19,1,Saturday,1,0
2159,Webinar,Hybrid,Operations,0.8,50,0,Saturday,1,1
2160,Workshop,Hybrid,Sales,0.47,0,1,Friday,0,1
2161,Training,Online,Marketing,0.3,51,1,Thursday,0,1
2162,Workshop,Online,HR,0.77,45,1,Thursday,0,1
2163,Webinar,Online,Finance,0.65,7,1,Tuesday,0,1
2164,Workshop,Online,Design,0.41,9,1,Friday,0,0
2165,Webinar,Hybrid,HR,0.81,7,0,Saturday,1,1
2166,Cultural,Hybrid,Sales,0.4,38,1,Sunday,1,1
2167,Conference,Offline,Design,0.15,12,0,Wednesday,0,0
2168,Meetup,Hybrid,Leadership,0.43,1,0,Monday,0,0
2169,Seminar,Online,Operations,0.42,42,0,Wednesday,0,0
2170,Webinar,Hybrid,Design,0.58,48,1,Monday,0,1
2171,Conference,Offline,Sales,0.5,12,1,Friday,0,0
2172,Sports,Hybrid,Engineering,0.6,56,1,Friday,0,1
2173,Meetup,Online,HR,0.37,44,0,Thursday,0,0
2174,Conference,Offline,HR,0.59,20,1,Tuesday,0,1
2175,Summit,Online,Sales,0.4,42,1,Tuesday,0,1
2176,Summit,Hybrid,Design,0.55,52,1,Friday,0,1
2177,Seminar,Offline,Finance,0.96,19,1,Friday,0,1
2178,Conference,Offline,Leadership,0.75,3,0,Tuesday,0,1
2179,Summit,Online,Design,0.76,22,1,Wednesday,0,1
2180,Meetup,Hybrid,Marketing,0.21,2,0,Monday,0,1
2181,Training,Offline,Sales,0.76,59,0,Wednesday,0,1
2182,Seminar,Hybrid,Leadership,0.7,25,0,Friday,0,1
2183,Seminar,Hybrid,Operations,0.32,38,1,Tuesday,0,0
2184,Cultural,Online,Design,0.99,8,1,Thursday,0,0
2185,Cultural,Online,Marketing,0.25,6,1,Thursday,0,0
2186,Conference,Online,Marketing,0.24,17,1,Monday,0,0
2187,Cultural,Online,Marketing,0.54,22,0,Tuesday,0,1
2188,Conference,Hybrid,Finance,0.6,53,1,Monday,0,1
2189,Conference,Online,Marketing,0.28,23,1,Monday,0,0
2190,Workshop,Offline,Engineering,0.71,47,1,Sunday,1,1
2191,Cultural,Online,Leadership,0.26,35,0,Monday,0,0
2192,Webinar,Offline,Operations,0.7,57,0,Wednesday,0,1
2193,Seminar,Online,Marketing,0.34,20,0,Wednesday,0,0
2194,Summit,Hybrid,Sales,0.55,43,0,Sunday,1,1
2195,Conference,Offline,Operations,0.64,58,1,Tuesday,0,1
2196,Workshop,Online,Operations,0.67,36,1,Thursday,0,1
2197,Sports,Hybrid,Leadership,0.53,56,0,Thursday,0,0
2198,Seminar,Offline,Marketing,0.57,20,0,Monday,0,1
2199,Meetup,Hybrid,Engineering,0.34,60,1,Monday,0,0
2200,Cultural,Offline,Operations,0.11,4,0,Wednesday,0,0
2201,Cultural,Hybrid,Finance,0.88,29,0,Thursday,0,0
2202,Conference,Offline,HR,0.63,28,0,Saturday,1,1
2203,Summit,Online,HR,0.81,11,0,Wednesday,0,0
2204,Seminar,Online,Marketing,0.55,33,0,Thursday,0,0
2205,Webinar,Hybrid,Operations,0.39,12,0,Monday,0,1
2206,Sports,Online,Leadership,0.14,25,1,Wednesday,0,1
2207,Summit,Hybrid,Finance,0.48,43,0,Friday,0,1
2208,Sports,Offline,Design,0.55,16,0,Tuesday,0,1
2209,Summit,Online,Marketing,0.7,16,1,Sunday,1,1
2210,Workshop,Hybrid,Engineering,0.36,7,1,Friday,0,1
2211,Conference,Offline,Leadership,0.36,50,0,Tuesday,0,1
2212,Meetup,Hybrid,Design,0.71,37,1,Thursday,0,0
2213,Summit,Online,Sales,0.97,19,0,Tuesday,0,1
2214,Summit,Offline,Marketing,0.17,30,1,Saturday,1,0
2215,Workshop,Hybrid,Operations,0.86,47,1,Monday,0,1
2216,Cultural,Hybrid,Operations,0.8,43,0,Saturday,1,1
2217,Meetup,Hybrid,HR,0.94,6,0,Tuesday,0,1
2218,Seminar,Online,Design,0.9,39,0,Friday,0,1
2219,Webinar,Hybrid,Design,0.12,35,0,Wednesday,0,1
2220,Summit,Online,Engineering,0.39,13,1,Tuesday,0,0
2221,Training,Online,Finance,0.26,47,1,Tuesday,0,0
2222,Conference,Hybrid,Design,0.2,19,1,Monday,0,1
2223,Summit,Online,HR,0.89,60,1,Monday,0,1
2224,Sports,Online,HR,0.28,8,1,Tuesday,0,1
2225,Sports,Hybrid,Operations,0.2,56,0,Wednesday,0,1
2226,Seminar,Online,HR,0.52,3,1,Thursday,0,0
2227,Workshop,Offline,Leadership,0.58,16,1,Friday,0,0
2228,Webinar,Online,Marketing,0.95,42,1,Thursday,0,1
2229,Sports,Offline,Operations,0.43,3,0,Saturday,1,1
2230,Webinar,Online,HR,0.6,31,0,Tuesday,0,1
2231,Workshop,Offline,Leadership,0.75,4,1,Friday,0,0
2232,Summit,Online,Leadership,0.49,25,0,Tuesday,0,0
2233,Summit,Online,HR,0.56,12,0,Sunday,1,1
2234,Cultural,Offline,Sales,0.47,45,0,Sunday,1,1
2235,Conference,Online,Operations,0.61,45,0,Wednesday,0,1
2236,Conference,Hybrid,Leadership,0.87,28,1,Friday,0,1
2237,Meetup,Hybrid,Leadership,0.18,51,1,Thursday,0,0
2238,Webinar,Online,Sales,0.81,29,1,Saturday,1,1
2239,Seminar,Hybrid,Design,0.58,60,1,Sunday,1,0
2240,Meetup,Offline,Operations,0.25,59,0,Saturday,1,0
2241,Meetup,Online,Leadership,0.53,46,0,Sunday,1,0
2242,Training,Hybrid,HR,0.46,23,0,Saturday,1,1
2243,Conference,Online,Leadership,0.98,12,0,Friday,0,1
2244,Summit,Hybrid,Marketing,0.49,10,1,Wednesday,0,0
2245,Summit,Offline,HR,0.35,8,1,Sunday,1,0
2246,Meetup,Offline,Finance,0.67,29,0,Wednesday,0,0
2247,Webinar,Hybrid,Sales,0.92,60,0,Saturday,1,1
2248,Sports,Online,Design,0.69,39,0,Saturday,1,1
2249,Meetup,Online,HR,0.86,49,1,Sunday,1,1
2250,Webinar,Online,Design,0.85,5,0,Tuesday,0,1
2251,Sports,Offline,HR,0.48,23,1,Tuesday,0,1
2252,Workshop,Offline,Sales,0.69,19,1,Tuesday,0,1
2253,Conference,Offline,Operations,0.17,38,1,Sunday,1,0
2254,Workshop,Hybrid,Operations,0.74,44,0,Sunday,1,1
2255,Workshop,Online,Engineering,0.43,1,1,Thursday,0,1
2256,Seminar,Offline,HR,0.8,12,1,Monday,0,1
2257,Sports,Online,HR,0.4,32,1,Tuesday,0,0
2258,Conference,Hybrid,Engineering,0.31,6,1,Tuesday,0,0
2259,Summit,Online,Marketing,0.23,11,1,Wednesday,0,0
2260,Webinar,Offline,HR,0.99,6,1,Sunday,1,1
2261,Seminar,Offline,Engineering,0.76,16,0,Saturday,1,1
2262,Seminar,Online,Sales,0.42,10,1,Sunday,1,1
2263,Seminar,Offline,Finance,0.48,31,1,Thursday,0,1
2264,Summit,Online,Operations,0.99,28,0,Monday,0,1
2265,Sports,Offline,Operations,0.18,47,1,Friday,0,1
2266,Seminar,Online,Design,0.23,27,0,Monday,0,0
2267,Sports,Online,Marketing,0.63,1,0,Monday,0,1
2268,Sports,Offline,Engineering,0.2,27,1,Friday,0,1
2269,Cultural,Hybrid,HR,0.79,21,0,Saturday,1,1
2270,Cultural,Online,Marketing,0.82,34,0,Thursday,0,1
2271,Training,Offline,Engineering,0.68,28,0,Tuesday,0,1
2272,Summit,Online,Operations,0.31,17,0,Tuesday,0,0
2273,Workshop,Hybrid,Marketing,0.4,51,0,Friday,0,0
2274,Seminar,Hybrid,HR,0.57,38,0,Friday,0,1
2275,Webinar,Online,Marketing,0.47,59,1,Sunday,1,1
2276,Summit,Offline,Sales,0.12,28,0,Tuesday,0,0
2277,Training,Online,Leadership,0.18,43,0,Sunday,1,0
2278,Training,Online,Leadership,0.77,26,0,Sunday,1,1
2279,Seminar,Online,Operations,0.24,57,1,Sunday,1,1
2280,Meetup,Offline,Engineering,0.83,47,1,Saturday,1,1
2281,Summit,Offline,Marketing,0.29,5,1,Sunday,1,0
2282,Summit,Online,Sales,0.6,46,0,Friday,0,1
2283,Sports,Online,Sales,0.38,51,0,Tuesday,0,1
2284,Workshop,Online,Operations,0.18,7,1,Thursday,0,1
2285,Cultural,Offline,Engineering,0.54,20,1,Sunday,1,1
2286,Workshop,Offline,Finance,0.98,48,0,Saturday,1,1
2287,Summit,Online,Design,0.6,9,1,Friday,0,1
2288,Meetup,Offline,Marketing,0.79,60,1,Monday,0,1
2289,Training,Online,Finance,0.25,6,1,Monday,0,1
2290,Webinar,Hybrid,Sales,0.26,56,0,Monday,0,0
2291,Seminar,Offline,Engineering,0.29,33,1,Monday,0,0
2292,Meetup,Online,HR,0.91,60,0,Sunday,1,1
2293,Webinar,Hybrid,Leadership,0.65,38,1,Tuesday,0,0
2294,Training,Hybrid,Operations,0.36,24,0,Friday,0,0
2295,Training,Offline,Leadership,0.65,40,0,Wednesday,0,1
2296,Cultural,Hybrid,Operations,0.2,21,1,Thursday,0,0
2297,Webinar,Offline,Design,0.17,36,0,Friday,0,1
2298,Summit,Online,Finance,0.2,26,0,Tuesday,0,0
2299,Webinar,Offline,Engineering,0.86,46,0,Friday,0,1
2300,Training,Online,Operations,0.93,29,1,Thursday,0,1
2301,Conference,Online,Sales,0.16,53,0,Monday,0,0
2302,Conference,Hybrid,Operations,0.96,9,1,Wednesday,0,1
2303,Sports,Hybrid,Finance,0.65,22,1,Wednesday,0,1
2304,Conference,Hybrid,Marketing,0.83,22,0,Saturday,1,1
2305,Cultural,Hybrid,Engineering,0.59,22,1,Saturday,1,1
2306,Workshop,Online,HR,0.38,2,0,Saturday,1,0
2307,Meetup,Hybrid,Finance,0.46,49,0,Thursday,0,1
2308,Workshop,Offline,Operations,0.36,49,0,Friday,0,0
2309,Meetup,Offline,Finance,0.18,23,1,Saturday,1,0
2310,Summit,Online,Marketing,0.16,20,1,Monday,0,0
2311,Cultural,Hybrid,Finance,0.2,32,0,Monday,0,0
2312,Training,Online,Marketing,0.9,57,1,Thursday,0,1
2313,Summit,Offline,Finance,0.79,45,0,Wednesday,0,0
2314,Training,Offline,Sales,0.89,25,1,Saturday,1,1
2315,Webinar,Online,Sales,0.58,26,1,Sunday,1,1
2316,Seminar,Offline,Engineering,0.93,1,1,Friday,0,1
2317,Webinar,Hybrid,Sales,0.78,26,0,Saturday,1,1
2318,Cultural,Online,HR,0.16,6,1,Sunday,1,1
2319,Cultural,Hybrid,Operations,0.14,12,0,Friday,0,0
2320,Cultural,Offline,Operations,0.83,7,1,Monday,0,1
2321,Summit,Offline,Marketing,0.9,39,0,Sunday,1,1
2322,Training,Offline,Leadership,0.64,59,1,Saturday,1,0
2323,Sports,Hybrid,Leadership,0.7,29,1,Sunday,1,1
2324,Webinar,Online,Design,0.21,6,1,Friday,0,0
2325,Sports,Offline,Sales,0.8,23,0,Friday,0,1
2326,Sports,Online,HR,0.11,14,0,Wednesday,0,0
2327,Summit,Offline,Engineering,0.96,41,1,Wednesday,0,1
2328,Seminar,Offline,Finance,0.7,21,0,Thursday,0,1
2329,Meetup,Online,Finance,0.11,37,1,Saturday,1,1
2330,Training,Offline,Engineering,0.82,3,1,Monday,0,1
2331,Webinar,Offline,Design,0.83,19,0,Monday,0,1
2332,Summit,Hybrid,HR,0.81,47,0,Monday,0,0
2333,Sports,Offline,Sales,0.17,60,0,Wednesday,0,1
2334,Webinar,Offline,Marketing,0.99,28,1,Sunday,1,1
2335,Summit,Offline,Design,0.44,6,0,Tuesday,0,0
2336,Meetup,Offline,Finance,0.53,41,1,Thursday,0,1
2337,Conference,Hybrid,Operations,0.99,51,1,Thursday,0,1
2338,Conference,Offline,Design,0.72,43,1,Friday,0,0
2339,Summit,Offline,Design,0.99,26,0,Thursday,0,1
2340,Cultural,Online,HR,0.33,60,0,Tuesday,0,0
2341,Seminar,Online,Operations,0.7,57,0,Saturday,1,1
2342,Webinar,Hybrid,Design,0.35,19,1,Saturday,1,1
2343,Meetup,Online,Marketing,0.95,44,0,Saturday,1,1
2344,Meetup,Hybrid,Leadership,0.45,25,0,Wednesday,0,0
2345,Webinar,Hybrid,Marketing,0.18,28,0,Tuesday,0,0
2346,Meetup,Hybrid,Design,0.39,59,1,Friday,0,1
2347,Meetup,Hybrid,HR,0.95,17,1,Saturday,1,1
2348,Conference,Online,Finance,0.91,4,0,Monday,0,1
2349,Sports,Offline,Leadership,0.71,41,0,Monday,0,1
2350,Conference,Offline,Engineering,0.82,12,0,Friday,0,0
2351,Training,Offline,Design,0.48,30,0,Wednesday,0,1
2352,Training,Online,Operations,0.5,32,1,Saturday,1,1
2353,Training,Online,Design,0.33,9,1,Monday,0,0
2354,Workshop,Hybrid,Engineering,0.38,4,1,Friday,0,0
2355,Webinar,Hybrid,Finance,0.91,35,0,Thursday,0,1
2356,Training,Hybrid,Design,0.1,58,1,Tuesday,0,1
2357,Summit,Online,Engineering,0.49,57,1,Friday,0,1
2358,Cultural,Online,Finance,0.44,6,1,Saturday,1,1
2359,Cultural,Offline,Finance,0.82,14,0,Monday,0,1
2360,Summit,Offline,Finance,0.42,11,0,Wednesday,0,0
2361,Workshop,Offline,Sales,0.57,49,1,Monday,0,0
2362,Workshop,Online,Marketing,0.28,4,1,Wednesday,0,0
2363,Cultural,Offline,Engineering,0.72,14,0,Tuesday,0,1
2364,Cultural,Online,Marketing,0.4,13,1,Wednesday,0,1
2365,Webinar,Offline,Leadership,0.55,12,0,Wednesday,0,1
2366,Training,Hybrid,Design,0.42,51,1,Saturday,1,1
2367,Summit,Online,Leadership,0.8,56,0,Friday,0,1
2368,Workshop,Hybrid,Finance,0.1,52,0,Saturday,1,1
2369,Seminar,Online,Marketing,0.22,52,1,Saturday,1,1
2370,Conference,Hybrid,Finance,0.25,33,0,Saturday,1,1
2371,Cultural,Hybrid,Operations,0.9,9,0,Tuesday,0,1
2372,Conference,Hybrid,Finance,0.53,11,1,Thursday,0,1
2373,Training,Online,Design,0.21,29,1,Thursday,0,1
2374,Workshop,Offline,HR,0.87,24,0,Wednesday,0,0
2375,Seminar,Hybrid,Operations,0.17,18,0,Thursday,0,1
2376,Webinar,Offline,Design,0.7,4,1,Wednesday,0,1
2377,Training,Offline,Leadership,0.22,48,1,Saturday,1,1
2378,Summit,Online,HR,1.0,33,1,Tuesday,0,1
2379,Meetup,Offline,Marketing,0.33,15,1,Sunday,1,1
2380,Conference,Offline,Marketing,0.89,56,1,Saturday,1,1
2381,Workshop,Hybrid,Engineering,0.44,41,1,Monday,0,1
2382,Conference,Offline,Finance,0.93,46,1,Saturday,1,0
2383,Cultural,Offline,Design,0.85,28,0,Tuesday,0,1
2384,Sports,Hybrid,Design,0.81,3,1,Sunday,1,1
2385,Meetup,Offline,Engineering,0.2,1,1,Tuesday,0,0
2386,Cultural,Hybrid,Engineering,0.86,5,0,Thursday,0,1
2387,Cultural,Hybrid,HR,0.61,29,0,Sunday,1,1
2388,Webinar,Online,Design,0.99,47,1,Wednesday,0,1
2389,Summit,Online,Marketing,0.22,18,0,Sunday,1,1
2390,Cultural,Hybrid,Engineering,0.76,37,0,Friday,0,1
2391,Sports,Online,HR,0.59,43,0,Monday,0,1
2392,Workshop,Online,Leadership,0.87,13,1,Tuesday,0,1
2393,Conference,Hybrid,Marketing,0.69,21,0,Wednesday,0,1
2394,Webinar,Offline,Marketing,0.51,56,1,Thursday,0,0
2395,Meetup,Hybrid,Design,0.5,4,1,Tuesday,0,1
2396,Sports,Online,Marketing,0.23,42,0,Friday,0,1
2397,Workshop,Offline,Operations,0.87,34,1,Tuesday,0,1
2398,Meetup,Offline,Design,0.94,51,1,Saturday,1,1
2399,Cultural,Hybrid,Leadership,0.75,17,0,Monday,0,1
2400,Meetup,Online,Design,0.76,30,1,Thursday,0,0
2401,Workshop,Hybrid,Leadership,0.41,50,1,Wednesday,0,0
2402,Meetup,Hybrid,Marketing,0.61,27,1,Tuesday,0,0
2403,Cultural,Online,Engineering,0.64,35,1,Monday,0,1
2404,Workshop,Hybrid,Design,0.38,39,1,Saturday,1,1
2405,Training,Online,Sales,0.88,26,1,Monday,0,1
2406,Cultural,Hybrid,Sales,0.34,45,1,Thursday,0,1
2407,Training,Online,Sales,0.44,57,1,Wednesday,0,1
2408,Webinar,Online,Design,0.23,33,1,Thursday,0,0
2409,Seminar,Offline,Leadership,0.75,0,1,Tuesday,0,1
2410,Sports,Offline,Leadership,0.86,12,1,Saturday,1,1
2411,Seminar,Offline,Sales,0.3,14,1,Sunday,1,1
2412,Conference,Hybrid,Sales,0.85,4,0,Friday,0,1
2413,Conference,Hybrid,Finance,0.74,48,1,Monday,0,1
2414,Conference,Hybrid,Design,0.78,22,1,Monday,0,1
2415,Conference,Offline,HR,0.66,14,0,Sunday,1,1
2416,Conference,Offline,Design,0.41,4,1,Wednesday,0,1
2417,Meetup,Offline,HR,0.22,35,0,Saturday,1,0
2418,Meetup,Offline,Operations,0.87,4,0,Tuesday,0,1
2419,Meetup,Hybrid,Sales,0.14,20,1,Thursday,0,1
2420,Webinar,Online,Finance,0.14,19,1,Wednesday,0,1
2421,Workshop,Online,Finance,0.93,50,0,Tuesday,0,1
2422,Sports,Offline,Engineering,0.24,57,0,Thursday,0,0
2423,Cultural,Hybrid,HR,0.75,24,1,Saturday,1,1
2424,Training,Offline,Design,0.88,17,1,Wednesday,0,1
2425,Sports,Hybrid,Engineering,0.14,45,1,Thursday,0,1
2426,Webinar,Offline,Marketing,0.2,25,1,Wednesday,0,0
2427,Meetup,Hybrid,Engineering,0.11,35,0,Thursday,0,0
2428,Webinar,Online,Sales,0.23,49,1,Sunday,1,0
2429,Summit,Online,Finance,0.84,7,1,Saturday,1,1
2430,Meetup,Offline,HR,0.32,55,0,Tuesday,0,1
2431,Cultural,Hybrid,Engineering,0.4,3,1,Saturday,1,0
2432,Meetup,Online,HR,0.69,10,1,Thursday,0,0
2433,Webinar,Offline,Operations,0.86,25,1,Monday,0,1
2434,Sports,Offline,Leadership,0.95,10,0,Saturday,1,1
2435,Sports,Online,Engineering,0.84,2,0,Wednesday,0,1
2436,Meetup,Online,Engineering,0.6,2,1,Tuesday,0,1
2437,Summit,Offline,Engineering,0.45,4,0,Sunday,1,1
2438,Workshop,Online,HR,0.3,19,0,Monday,0,1
2439,Sports,Online,Finance,0.48,25,0,Sunday,1,1
2440,Training,Offline,Design,0.5,19,0,Saturday,1,1
2441,Conference,Hybrid,Leadership,0.2,52,0,Wednesday,0,0
2442,Training,Offline,HR,0.28,29,1,Tuesday,0,0
2443,Sports,Hybrid,Marketing,0.58,35,0,Saturday,1,1
2444,Training,Offline,Finance,0.25,31,1,Sunday,1,1
2445,Seminar,Hybrid,Leadership,0.97,5,0,Saturday,1,1
2446,Conference,Offline,Sales,0.21,49,1,Saturday,1,0
2447,Conference,Offline,Sales,0.68,17,1,Wednesday,0,1
2448,Workshop,Hybrid,HR,0.92,32,1,Monday,0,1
2449,Meetup,Hybrid,Design,0.91,51,0,Wednesday,0,1
2450,Sports,Offline,Engineering,0.37,54,1,Thursday,0,1
2451,Meetup,Offline,HR,0.66,10,0,Saturday,1,0
2452,Workshop,Online,Leadership,0.3,27,0,Monday,0,0
2453,Seminar,Offline,HR,0.64,39,0,Tuesday,0,1
2454,Sports,Online,Leadership,0.9,32,1,Monday,0,1
2455,Cultural,Online,Engineering,0.88,36,0,Thursday,0,1
2456,Webinar,Hybrid,Design,0.94,0,0,Saturday,1,1
2457,Workshop,Hybrid,Sales,0.25,22,0,Thursday,0,1
2458,Workshop,Online,Engineering,0.33,37,1,Monday,0,0
2459,Workshop,Hybrid,Design,0.86,35,1,Monday,0,1
2460,Meetup,Online,Leadership,0.83,23,0,Saturday,1,1
2461,Summit,Offline,Design,0.39,47,1,Tuesday,0,1
2462,Meetup,Online,Design,0.27,48,1,Thursday,0,0
2463,Training,Online,Operations,0.86,47,0,Sunday,1,1
2464,Workshop,Offline,HR,0.49,34,1,Sunday,1,0
2465,Conference,Offline,Finance,0.4,9,0,Sunday,1,0
2466,Conference,Hybrid,Operations,0.36,48,1,Thursday,0,0
2467,Workshop,Hybrid,Leadership,0.49,5,0,Friday,0,0
2468,Workshop,Offline,HR,0.21,51,0,Tuesday,0,1
2469,Sports,Hybrid,Leadership,0.42,28,1,Thursday,0,0
2470,Conference,Hybrid,Sales,0.12,53,0,Tuesday,0,0
2471,Workshop,Offline,Marketing,0.53,37,1,Wednesday,0,1
2472,Training,Hybrid,Leadership,0.63,33,0,Saturday,1,0
2473,Meetup,Online,Marketing,0.34,49,1,Sunday,1,0
2474,Workshop,Online,Sales,0.93,50,0,Tuesday,0,1
2475,Sports,Hybrid,Leadership,0.39,9,0,Saturday,1,0
2476,Conference,Online,Design,0.81,14,0,Wednesday,0,1
2477,Training,Online,Operations,0.54,14,0,Saturday,1,0
2478,Seminar,Online,Sales,0.76,9,0,Sunday,1,0
2479,Sports,Hybrid,Leadership,0.33,22,1,Monday,0,1
2480,Webinar,Offline,HR,0.56,28,0,Sunday,1,1
2481,Cultural,Online,Engineering,0.63,34,1,Monday,0,0
2482,Cultural,Hybrid,Finance,0.21,43,0,Wednesday,0,1
2483,Seminar,Hybrid,Leadership,0.43,0,0,Tuesday,0,1
2484,Webinar,Hybrid,Finance,0.95,55,1,Friday,0,1
2485,Cultural,Hybrid,Finance,0.66,60,1,Friday,0,0
2486,Conference,Online,HR,0.6,18,1,Tuesday,0,0
2487,Training,Offline,Design,0.16,60,1,Wednesday,0,0
2488,Meetup,Offline,Design,0.92,55,1,Friday,0,1
2489,Training,Hybrid,Design,0.2,45,0,Friday,0,0
2490,Seminar,Online,Design,0.77,45,0,Friday,0,1
2491,Sports,Hybrid,Finance,0.84,26,1,Saturday,1,1
2492,Training,Hybrid,Finance,0.57,60,1,Monday,0,1
2493,Cultural,Hybrid,Marketing,0.68,13,0,Wednesday,0,0
2494,Seminar,Hybrid,Marketing,0.16,30,0,Thursday,0,0
2495,Meetup,Online,Leadership,0.17,58,1,Thursday,0,0
2496,Seminar,Online,Operations,0.65,37,0,Monday,0,1
2497,Webinar,Offline,Operations,0.87,3,1,Tuesday,0,1
2498,Webinar,Offline,Finance,0.23,54,0,Monday,0,0
2499,Workshop,Hybrid,HR,0.62,8,0,Saturday,1,0
2500,Training,Hybrid,Leadership,0.27,14,1,Monday,0,0
2501,Summit,Offline,Sales,0.1,40,1,Thursday,0,0
2502,Workshop,Offline,Design,0.31,4,0,Thursday,0,0
2503,Webinar,Offline,Engineering,0.78,31,1,Tuesday,0,1
2504,Sports,Offline,Design,0.67,34,0,Sunday,1,1
2505,Workshop,Hybrid,Leadership,0.17,41,0,Sunday,1,1
2506,Seminar,Online,Leadership,0.76,44,0,Thursday,0,1
2507,Webinar,Offline,Engineering,0.47,26,0,Friday,0,1
2508,Cultural,Online,Design,0.55,2,1,Friday,0,1
2509,Cultural,Online,Sales,0.38,56,0,Wednesday,0,1
2510,Sports,Offline,Operations,0.41,57,1,Saturday,1,0
2511,Sports,Hybrid,Marketing,0.81,5,1,Sunday,1,1
2512,Webinar,Online,Engineering,0.88,59,1,Sunday,1,1
2513,Meetup,Hybrid,Leadership,0.96,8,1,Monday,0,1
2514,Sports,Hybrid,Engineering,0.69,56,0,Sunday,1,1
2515,Training,Offline,Sales,0.15,23,0,Wednesday,0,0
2516,Conference,Online,Marketing,0.32,51,1,Tuesday,0,0
2517,Summit,Hybrid,Operations,0.88,31,0,Saturday,1,1
2518,Webinar,Hybrid,Operations,0.73,3,1,Saturday,1,1
2519,Summit,Hybrid,Design,0.72,59,0,Thursday,0,1
2520,Cultural,Offline,Engineering,0.75,8,0,Wednesday,0,1
2521,Meetup,Offline,HR,0.4,34,0,Thursday,0,1
2522,Sports,Hybrid,Operations,0.96,34,1,Sunday,1,1
2523,Webinar,Offline,Operations,0.88,13,0,Monday,0,1
2524,Summit,Offline,Marketing,0.3,23,1,Wednesday,0,0
2525,Meetup,Offline,Sales,0.79,51,1,Thursday,0,1
2526,Summit,Offline,Design,0.69,11,0,Friday,0,1
2527,Webinar,Offline,Operations,0.61,21,1,Thursday,0,1
2528,Conference,Offline,Marketing,0.11,24,0,Thursday,0,0
2529,Seminar,Hybrid,HR,0.79,52,1,Sunday,1,1
2530,Meetup,Online,Leadership,0.75,17,0,Wednesday,0,1
2531,Meetup,Offline,Engineering,0.25,32,0,Saturday,1,0
2532,Sports,Hybrid,Marketing,0.63,22,1,Monday,0,1
2533,Training,Online,Marketing,0.51,47,0,Monday,0,1
2534,Meetup,Hybrid,Marketing,0.36,29,0,Monday,0,0
2535,Summit,Online,Leadership,0.71,29,1,Saturday,1,1
2536,Seminar,Offline,Leadership,0.77,53,1,Sunday,1,1
2537,Training,Hybrid,Engineering,0.79,46,1,Tuesday,0,1
2538,Sports,Hybrid,Engineering,0.42,12,0,Friday,0,1
2539,Meetup,Online,Operations,0.14,4,1,Thursday,0,1
2540,Meetup,Hybrid,Operations,0.45,24,0,Wednesday,0,1
2541,Conference,Offline,Engineering,0.13,28,1,Thursday,0,0
2542,Conference,Offline,Design,0.71,56,0,Wednesday,0,1
2543,Conference,Online,Design,0.38,25,0,Monday,0,1
2544,Workshop,Online,Leadership,0.76,52,0,Friday,0,0
2545,Training,Hybrid,Engineering,0.6,17,1,Tuesday,0,1
2546,Workshop,Online,Marketing,0.6,53,0,Monday,0,1
2547,Webinar,Hybrid,Design,0.59,48,0,Tuesday,0,1
