event_id,event_name,event_type,mode,department,registrations,event_date,day_of_week,is_weekend,duration_hours,speaker_rating,reminder_sent,past_attendance_rate,weather,ticket_price,location_capacity,actual_attendance
8838,Event_8838,Seminar,Offline,Finance,185,2022-02-17,Thursday,0,0.6,1.3,0,0.65,Clear,17.32,380,121
8839,Event_8839,Workshop,Offline,Finance,141,2022-07-30,Saturday,1,1.1,3.2,0,0.44,Stormy,29.43,782,75
8840,Event_8840,Seminar,Offline,Leadership,578,2022-03-23,Wednesday,0,0.8,2.1,1,0.68,Rainy,132.91,371,360
8841,Event_8841,Summit,Hybrid,Sales,123,2022-01-20,Thursday,0,7.0,2.2,1,0.54,Rainy,125.75,216,58
8842,Event_8842,Seminar,Offline,Operations,277,2022-11-28,Monday,0,6.9,1.3,0,0.45,Rainy,156.58,408,95
8843,Event_8843,Seminar,Online,Leadership,164,2023-02-15,Wednesday,0,1.3,4.4,0,0.67,Stormy,113.24,235,118
8844,Event_8844,Cultural,Offline,Marketing,81,2024-02-20,Tuesday,0,1.2,2.9,0,0.49,Snowy,28.3,435,51
8845,Event_8845,Sports,Hybrid,Sales,531,2022-07-01,Friday,0,7.6,3.9,1,0.89,Snowy,130.4,389,508
8846,Event_8846,Training,Hybrid,Engineering,539,2022-10-11,Tuesday,0,5.8,3.8,0,0.91,Snowy,57.63,419,494
8847,Event_8847,Summit,Online,Marketing,510,2022-11-10,Thursday,0,7.9,3.3,1,0.6,Cloudy,49.91,455,328
8848,Event_8848,Sports,Hybrid,Marketing,359,2022-05-01,Sunday,1,5.8,2.1,0,0.72,Clear,197.03,538,343
8849,Event_8849,Cultural,Hybrid,Design,23,2022-01-07,Friday,0,5.1,3.4,1,0.39,Stormy,153.98,467,9
8850,Event_8850,Conference,Offline,Finance,386,2022-11-08,Tuesday,0,2.5,2.7,0,0.87,Cloudy,0,98,95
8851,Event_8851,Conference,Offline,HR,120,2022-10-17,Monday,0,5.9,4.8,0,0.37,Rainy,180.71,242,41
8852,Event_8852,Webinar,Offline,Marketing,178,2023-12-13,Wednesday,0,4.4,1.5,0,0.62,Rainy,125.35,563,105
8853,Event_8853,Sports,Online,Engineering,310,2024-06-03,Monday,0,3.6,1.9,1,0.51,Rainy,0,717,187
8854,Event_8854,Training,Offline,Design,27,2023-01-16,Monday,0,2.5,4.1,0,0.56,Cloudy,73.07,641,15
8855,Event_8855,Webinar,Online,Finance,141,2024-02-08,Thursday,0,4.9,3.3,1,0.96,Cloudy,150.72,591,128
8856,Event_8856,Sports,Offline,Operations,89,2022-12-19,Monday,0,5.2,3.5,1,0.77,Snowy,0,113,86
8857,Event_8857,Cultural,Hybrid,Operations,122,2022-10-30,Sunday,1,3.8,1.6,0,0.42,Snowy,80.96,378,77
8858,Event_8858,Summit,Online,Design,440,2022-03-01,Tuesday,0,1.2,3.6,0,0.34,Snowy,0,46,147
8859,Event_8859,Conference,Offline,HR,86,2024-03-19,Tuesday,0,0.6,1.9,0,0.67,Cloudy,125.96,729,59
8860,Event_8860,Training,Offline,Engineering,411,2022-01-07,Friday,0,6.4,3.9,0,0.7,Clear,0,193,189
8861,Event_8861,Training,Hybrid,Operations,405,2022-09-28,Wednesday,0,3.3,1.1,0,0.47,Rainy,70.45,226,146
8862,Event_8862,Cultural,Hybrid,HR,204,2023-05-31,Wednesday,0,3.4,2.1,0,0.48,Clear,110.63,611,127
8863,Event_8863,Summit,Offline,Operations,44,2023-06-03,Saturday,1,2.6,3.2,0,0.9,Clear,0,339,39
8864,Event_8864,Cultural,Online,Sales,153,2023-03-26,Sunday,1,7.7,1.8,0,0.68,Rainy,0,38,124
8865,Event_8865,Conference,Hybrid,Sales,30,2022-03-04,Friday,0,6.3,3.9,1,0.87,Cloudy,66.71,568,31
8866,Event_8866,Meetup,Offline,Finance,364,2024-04-25,Thursday,0,7.9,1.8,0,0.56,Stormy,0,664,206
8867,Event_8867,Workshop,Hybrid,Operations,272,2024-05-22,Wednesday,0,5.9,2.0,1,0.69,Rainy,0,649,169
8868,Event_8868,Conference,Offline,HR,507,2023-10-14,Saturday,1,2.6,3.3,0,0.59,Snowy,2.1,549,348
8869,Event_8869,Workshop,Online,Marketing,324,2022-10-12,Wednesday,0,5.4,1.2,1,0.52,Rainy,0,183,152
8870,Event_8870,Sports,Online,Operations,97,2024-01-30,Tuesday,0,7.9,4.1,0,0.31,Cloudy,131.57,507,49
8871,Event_8871,Seminar,Hybrid,Finance,349,2022-12-07,Wednesday,0,4.4,2.8,0,0.4,Snowy,154.44,259,144
8872,Event_8872,Sports,Hybrid,Marketing,207,2023-04-20,Thursday,0,5.9,1.5,0,0.6,Rainy,101.01,323,130
8873,Event_8873,Summit,Online,Operations,442,2023-05-07,Sunday,1,6.7,2.5,1,0.35,Clear,8.7,43,216
8874,Event_8874,Conference,Online,HR,592,2022-09-21,Wednesday,0,7.4,3.2,0,0.32,Snowy,0,578,187
8875,Event_8875,Sports,Hybrid,Leadership,412,2023-07-16,Sunday,1,6.5,1.1,0,0.9,Rainy,0,123,393
8876,Event_8876,Webinar,Offline,Design,352,2023-07-03,Monday,0,3.7,4.9,0,0.4,Rainy,175.83,446,160
8877,Event_8877,Conference,Hybrid,HR,386,2023-10-24,Tuesday,0,7.7,2.8,0,0.51,Rainy,0,644,154
8878,Event_8878,Summit,Online,Leadership,186,2022-07-22,Friday,0,7.2,3.0,0,0.66,Cloudy,62.92,568,117
8879,Event_8879,Cultural,Offline,Design,147,2023-03-26,Sunday,1,2.5,2.8,0,0.57,Cloudy,171.65,480,124
8880,Event_8880,Summit,Online,HR,277,2024-04-06,Saturday,1,5.2,3.6,0,0.8,Cloudy,0,172,245
8881,Event_8881,Conference,Online,Design,109,2022-11-13,Sunday,1,4.3,4.0,0,1.0,Clear,0,608,102
8882,Event_8882,Training,Hybrid,HR,526,2023-02-14,Tuesday,0,5.5,1.1,1,0.56,Clear,184.89,65,316
8883,Event_8883,Workshop,Offline,Finance,379,2023-06-21,Wednesday,0,7.6,4.2,1,0.88,Stormy,0,161,165
8884,Event_8884,Meetup,Hybrid,Marketing,301,2022-01-20,Thursday,0,3.7,4.1,0,0.74,Rainy,141.55,294,203
8885,Event_8885,Webinar,Online,Sales,548,2023-08-18,Friday,0,4.1,1.9,0,0.41,Rainy,4.87,493,224
8886,Event_8886,Meetup,Online,Design,254,2022-04-21,Thursday,0,1.5,1.6,1,0.74,Clear,0,618,202
8887,Event_8887,Seminar,Offline,Sales,121,2023-03-27,Monday,0,5.5,3.8,0,0.31,Rainy,128.18,389,21
8888,Event_8888,Meetup,Hybrid,Leadership,234,2023-06-02,Friday,0,3.6,2.7,0,0.41,Clear,0,600,96
8889,Event_8889,Sports,Hybrid,HR,351,2022-07-05,Tuesday,0,5.4,4.7,0,0.81,Snowy,166.92,740,328
8890,Event_8890,Meetup,Offline,Engineering,220,2024-03-18,Monday,0,6.6,3.8,1,0.84,Clear,45.64,289,197
8891,Event_8891,Summit,Online,Sales,328,2023-04-11,Tuesday,0,6.7,3.8,1,0.97,Stormy,41.56,256,307
8892,Event_8892,Summit,Hybrid,Design,395,2022-01-26,Wednesday,0,6.4,3.2,0,0.76,Rainy,0,89,255
8893,Event_8893,Conference,Hybrid,Design,494,2023-02-18,Saturday,1,5.7,1.9,1,0.74,Rainy,145.62,716,393
8894,Event_8894,Cultural,Online,Operations,375,2022-05-04,Wednesday,0,7.0,1.4,0,0.31,Stormy,174.91,615,168
8895,Event_8895,Workshop,Online,Operations,272,2022-02-18,Friday,0,6.7,2.9,0,0.79,Clear,0,639,217
8896,Event_8896,Cultural,Offline,Leadership,511,2022-10-09,Sunday,1,2.8,3.9,0,0.89,Snowy,70.55,397,400
8897,Event_8897,Meetup,Hybrid,Operations,596,2022-07-11,Monday,0,6.0,1.5,1,0.31,Cloudy,74.47,157,214
8898,Event_8898,Cultural,Offline,Engineering,474,2023-06-18,Sunday,1,3.8,3.7,0,0.53,Stormy,0,730,364
8899,Event_8899,Seminar,Hybrid,Design,373,2022-03-22,Tuesday,0,1.1,3.5,0,0.52,Cloudy,0,381,195
8900,Event_8900,Conference,Online,Sales,37,2022-02-24,Thursday,0,2.5,3.9,1,0.6,Snowy,0,669,26
8901,Event_8901,Training,Offline,Design,325,2022-01-12,Wednesday,0,2.1,3.6,0,0.97,Cloudy,87.59,418,306
8902,Event_8902,Sports,Offline,Finance,270,2022-07-04,Monday,0,5.6,1.2,1,0.61,Clear,106.1,328,213
8903,Event_8903,Training,Hybrid,Leadership,493,2022-08-01,Monday,0,3.9,3.7,1,0.85,Clear,35.01,704,440
8904,Event_8904,Workshop,Online,Marketing,304,2023-09-10,Sunday,1,1.0,4.6,1,0.53,Snowy,52.78,765,225
8905,Event_8905,Seminar,Online,HR,62,2022-01-08,Saturday,1,7.1,3.2,1,0.92,Snowy,0,466,57
8906,Event_8906,Training,Offline,Finance,410,2023-03-08,Wednesday,0,4.0,4.3,0,0.83,Rainy,0,518,316
8907,Event_8907,Cultural,Hybrid,HR,320,2023-11-14,Tuesday,0,3.7,1.9,1,0.55,Snowy,0,604,239
8908,Event_8908,Sports,Hybrid,Operations,44,2023-05-29,Monday,0,4.4,4.3,1,0.95,Clear,86.82,674,43
8909,Event_8909,Conference,Online,Sales,119,2022-03-07,Monday,0,4.6,4.0,0,0.63,Cloudy,48.4,101,76
8910,Event_8910,Training,Offline,Marketing,251,2022-10-17,Monday,0,4.7,3.0,1,0.76,Snowy,0,619,208
8911,Event_8911,Meetup,Online,Leadership,28,2023-05-07,Sunday,1,6.8,3.4,0,0.72,Snowy,0,38,24
8912,Event_8912,Cultural,Online,Sales,421,2023-02-13,Monday,0,4.0,1.3,1,0.33,Rainy,8.79,177,182
8913,Event_8913,Meetup,Hybrid,Marketing,573,2023-03-30,Thursday,0,6.7,4.3,1,0.79,Snowy,196.39,566,510
8914,Event_8914,Workshop,Offline,HR,49,2023-02-28,Tuesday,0,7.6,3.9,0,0.44,Cloudy,0,600,16
8915,Event_8915,Cultural,Online,Marketing,431,2023-03-11,Saturday,1,6.5,4.9,1,0.75,Rainy,165.15,563,410
8916,Event_8916,Conference,Hybrid,Sales,242,2022-06-04,Saturday,1,1.6,2.2,1,0.79,Snowy,0,614,222
8917,Event_8917,Cultural,Hybrid,Sales,278,2023-11-26,Sunday,1,6.4,1.2,0,0.95,Rainy,158.64,655,267
8918,Event_8918,Summit,Online,HR,55,2024-05-07,Tuesday,0,2.4,2.0,0,0.5,Cloudy,146.67,246,22
8919,Event_8919,Training,Hybrid,Design,532,2024-01-19,Friday,0,1.6,3.5,0,0.34,Cloudy,0,68,178
8920,Event_8920,Cultural,Online,Design,88,2023-09-16,Saturday,1,2.0,2.1,0,0.46,Cloudy,0,341,57
8921,Event_8921,Seminar,Online,Engineering,538,2022-06-10,Friday,0,3.1,4.8,0,0.33,Cloudy,83.92,772,202
8922,Event_8922,Workshop,Online,Design,525,2024-03-17,Sunday,1,5.7,2.3,0,0.58,Rainy,0,480,307
8923,Event_8923,Meetup,Hybrid,Operations,425,2022-05-07,Saturday,1,7.8,3.2,1,0.71,Clear,0,433,360
8924,Event_8924,Summit,Offline,Sales,344,2024-03-11,Monday,0,3.2,1.7,0,0.38,Cloudy,0,652,127
8925,Event_8925,Workshop,Offline,Design,147,2022-03-30,Wednesday,0,4.9,3.3,0,0.7,Cloudy,189.41,201,107
8926,Event_8926,Webinar,Online,Operations,237,2022-02-06,Sunday,1,3.7,1.0,1,0.74,Cloudy,0,192,223
8927,Event_8927,Workshop,Hybrid,HR,72,2022-03-22,Tuesday,0,2.8,3.1,0,0.55,Rainy,165.37,175,32
8928,Event_8928,Sports,Hybrid,Finance,37,2022-05-04,Wednesday,0,5.7,1.4,0,0.51,Cloudy,0,183,27
8929,Event_8929,Seminar,Offline,Marketing,391,2024-04-21,Sunday,1,2.6,3.2,1,0.6,Clear,0,320,298
8930,Event_8930,Training,Online,Design,288,2023-09-19,Tuesday,0,4.5,4.6,1,0.59,Rainy,0,312,171
8931,Event_8931,Conference,Offline,HR,402,2024-01-05,Friday,0,6.3,2.2,0,0.82,Clear,124.93,551,328
8932,Event_8932,Cultural,Hybrid,HR,283,2022-06-03,Friday,0,1.0,4.0,1,0.99,Cloudy,0,565,266
8933,Event_8933,Summit,Online,Operations,417,2022-07-23,Saturday,1,2.2,2.5,1,0.95,Rainy,124.1,353,391
8934,Event_8934,Seminar,Offline,Sales,123,2022-11-12,Saturday,1,6.3,3.1,1,0.48,Clear,0,220,77
8935,Event_8935,Workshop,Online,Finance,85,2022-06-12,Sunday,1,1.6,5.0,1,0.37,Rainy,0.25,198,36
8936,Event_8936,Workshop,Online,Engineering,542,2022-04-21,Thursday,0,1.4,3.3,0,0.55,Clear,0,632,294
8937,Event_8937,Summit,Offline,Design,543,2022-11-25,Friday,0,2.5,2.5,0,0.51,Snowy,102.76,784,280
8938,Event_8938,Sports,Online,HR,511,2024-06-03,Monday,0,3.8,2.6,0,0.63,Clear,0,490,401
8939,Event_8939,Cultural,Offline,Sales,474,2023-02-28,Tuesday,0,4.6,4.0,0,0.57,Stormy,62.21,442,338
8940,Event_8940,Seminar,Online,Leadership,438,2023-08-28,Monday,0,2.1,4.8,1,0.62,Rainy,0,795,268
8941,Event_8941,Conference,Hybrid,Leadership,201,2022-08-15,Monday,0,5.5,4.0,1,0.65,Snowy,108.49,439,142
8942,Event_8942,Cultural,Offline,Marketing,268,2022-09-25,Sunday,1,0.7,3.5,0,0.4,Clear,0,48,45
8943,Event_8943,Workshop,Online,Sales,464,2024-06-09,Sunday,1,5.9,4.0,0,0.34,Snowy,0,559,202
8944,Event_8944,Cultural,Offline,Engineering,176,2023-03-28,Tuesday,0,2.8,4.3,1,0.31,Snowy,30.95,346,100
8945,Event_8945,Summit,Hybrid,Operations,38,2023-07-26,Wednesday,0,4.7,4.4,0,0.55,Snowy,81.22,644,23
8946,Event_8946,Meetup,Offline,Leadership,575,2024-06-12,Wednesday,0,5.7,2.6,0,0.44,Snowy,0,634,252
8947,Event_8947,Workshop,Offline,Finance,357,2023-01-09,Monday,0,2.1,1.8,1,0.56,Stormy,193.7,319,215
8948,Event_8948,Webinar,Offline,Finance,89,2024-06-18,Tuesday,0,6.9,3.6,0,0.67,Cloudy,0,299,70
8949,Event_8949,Cultural,Offline,Finance,560,2023-03-25,Saturday,1,3.3,4.5,1,0.85,Cloudy,0,313,315
8950,Event_8950,Meetup,Hybrid,Sales,569,2023-07-30,Sunday,1,1.7,4.9,1,0.44,Clear,0,260,363
8951,Event_8951,Webinar,Offline,Finance,208,2022-09-20,Tuesday,0,7.2,3.5,1,0.74,Snowy,0,631,184
8952,Event_8952,Summit,Hybrid,Finance,451,2023-07-14,Friday,0,2.4,4.1,1,0.82,Cloudy,181.94,94,415
8953,Event_8953,Workshop,Online,Operations,591,2023-07-19,Wednesday,0,1.1,2.7,1,0.74,Clear,100.82,497,461
8954,Event_8954,Sports,Online,Engineering,548,2023-01-13,Friday,0,2.9,4.4,0,0.92,Snowy,54.49,329,523
8955,Event_8955,Summit,Offline,Marketing,591,2022-07-25,Monday,0,5.1,2.6,1,0.89,Snowy,30.01,486,487
8956,Event_8956,Seminar,Online,Design,529,2024-05-13,Monday,0,7.5,3.3,0,0.95,Clear,127.71,436,503
8957,Event_8957,Workshop,Hybrid,Sales,114,2022-04-05,Tuesday,0,3.8,2.1,0,0.76,Rainy,175.37,231,79
8958,Event_8958,Seminar,Offline,Engineering,536,2023-02-21,Tuesday,0,1.8,2.7,1,0.68,Snowy,1.62,54,50
8959,Event_8959,Conference,Hybrid,Marketing,417,2024-03-03,Sunday,1,5.4,4.2,1,0.32,Clear,73.12,337,221
8960,Event_8960,Webinar,Hybrid,Sales,388,2022-02-18,Friday,0,5.1,1.8,0,0.36,Rainy,171.44,783,140
8961,Event_8961,Seminar,Hybrid,Operations,124,2022-03-03,Thursday,0,6.4,4.7,0,0.42,Rainy,64.69,672,43
8962,Event_8962,Seminar,Offline,Engineering,502,2022-02-25,Friday,0,6.2,1.4,1,0.81,Stormy,154.09,211,209
8963,Event_8963,Webinar,Offline,Engineering,232,2023-08-30,Wednesday,0,0.7,2.5,0,0.93,Snowy,163.21,136,141
8964,Event_8964,Conference,Online,Operations,359,2022-11-25,Friday,0,5.1,3.3,1,0.7,Clear,142.94,249,271
8965,Event_8965,Seminar,Online,Finance,28,2023-06-16,Friday,0,6.8,4.2,1,0.76,Rainy,0,43,22
8966,Event_8966,Meetup,Online,Sales,244,2024-02-29,Thursday,0,7.6,4.0,1,0.41,Rainy,74.46,697,84
8967,Event_8967,Sports,Offline,Marketing,212,2023-02-04,Saturday,1,7.4,3.6,1,0.35,Stormy,54.37,356,133
8968,Event_8968,Webinar,Offline,Marketing,247,2022-02-02,Wednesday,0,3.8,1.9,0,0.99,Stormy,39.27,636,235
8969,Event_8969,Webinar,Online,Finance,291,2023-12-13,Wednesday,0,3.3,2.5,1,0.45,Clear,0,541,169
8970,Event_8970,Seminar,Offline,Sales,532,2022-04-07,Thursday,0,7.0,1.6,1,0.6,Stormy,55.44,329,330
8971,Event_8971,Workshop,Hybrid,HR,468,2022-12-07,Wednesday,0,0.6,1.1,0,0.88,Snowy,0,653,409
8972,Event_8972,Summit,Online,HR,215,2022-02-12,Saturday,1,6.8,4.5,1,0.6,Clear,24.76,210,175
8973,Event_8973,Conference,Hybrid,Leadership,487,2022-06-14,Tuesday,0,1.2,1.3,0,0.63,Rainy,0,110,255
8974,Event_8974,Meetup,Online,Design,472,2024-01-06,Saturday,1,2.3,1.1,1,0.85,Cloudy,193.97,150,445
8975,Event_8975,Seminar,Hybrid,Finance,424,2022-04-08,Friday,0,4.0,3.9,1,0.63,Snowy,3.02,740,288
8976,Event_8976,Summit,Hybrid,Design,435,2022-03-29,Tuesday,0,7.3,2.3,1,0.39,Stormy,106.78,735,187
8977,Event_8977,Meetup,Online,HR,179,2023-04-18,Tuesday,0,6.6,2.5,1,0.61,Clear,0,651,118
8978,Event_8978,Cultural,Offline,Engineering,103,2022-07-28,Thursday,0,2.0,2.4,0,0.58,Stormy,139.17,312,80
8979,Event_8979,Seminar,Online,Operations,92,2022-07-26,Tuesday,0,5.9,2.6,1,0.93,Snowy,14.3,340,84
8980,Event_8980,Sports,Hybrid,Leadership,246,2022-02-18,Friday,0,4.1,2.3,1,0.39,Stormy,135.79,647,143
8981,Event_8981,Meetup,Offline,Operations,226,2023-02-01,Wednesday,0,6.0,4.9,0,0.52,Cloudy,0,59,55
8982,Event_8982,Training,Hybrid,Operations,134,2023-01-28,Saturday,1,7.0,2.2,1,0.54,Clear,0,325,89
8983,Event_8983,Seminar,Hybrid,Design,300,2022-06-17,Friday,0,4.6,1.7,1,0.53,Snowy,4.32,380,169
8984,Event_8984,Sports,Offline,Marketing,390,2022-01-05,Wednesday,0,4.0,1.7,1,0.94,Cloudy,108.93,365,368
8985,Event_8985,Seminar,Hybrid,Sales,39,2024-05-06,Monday,0,5.6,4.3,1,0.97,Cloudy,0,63,39
8986,Event_8986,Workshop,Online,Sales,144,2022-10-05,Wednesday,0,1.7,4.7,1,0.54,Stormy,0,640,88
8987,Event_8987,Training,Hybrid,Operations,435,2024-04-29,Monday,0,0.9,2.0,1,0.5,Snowy,0,754,239
8988,Event_8988,Training,Hybrid,Sales,380,2022-03-18,Friday,0,3.7,2.4,0,0.5,Rainy,0,115,153
8989,Event_8989,Summit,Offline,Leadership,236,2023-12-01,Friday,0,2.5,1.9,1,0.72,Cloudy,191.41,560,186
8990,Event_8990,Seminar,Offline,Engineering,39,2023-12-16,Saturday,1,0.6,1.0,1,0.45,Snowy,15.81,309,23
8991,Event_8991,Sports,Hybrid,Design,253,2022-06-13,Monday,0,6.8,2.7,1,0.37,Clear,0,108,145
8992,Event_8992,Seminar,Offline,HR,190,2022-06-15,Wednesday,0,5.9,4.6,0,0.86,Stormy,0,96,101
8993,Event_8993,Training,Online,Engineering,500,2024-02-17,Saturday,1,5.2,3.8,1,0.45,Cloudy,5.26,217,301
8994,Event_8994,Seminar,Hybrid,Operations,486,2022-08-31,Wednesday,0,3.9,4.9,1,0.66,Rainy,81.96,442,317
8995,Event_8995,Training,Online,HR,84,2023-06-18,Sunday,1,5.3,1.2,1,0.3,Clear,84.46,193,42
8996,Event_8996,Meetup,Online,HR,492,2024-02-15,Thursday,0,1.3,2.5,0,0.39,Clear,0,306,192
8997,Event_8997,Summit,Hybrid,Engineering,176,2024-02-05,Monday,0,6.0,3.8,1,0.71,Clear,29.19,155,132
8998,Event_8998,Training,Online,Leadership,506,2023-01-01,Sunday,1,7.7,2.5,1,0.63,Clear,0,115,395
8999,Event_8999,Seminar,Hybrid,Sales,211,2023-09-30,Saturday,1,4.5,1.9,0,0.89,Rainy,154.9,729,187
9000,Event_9000,Seminar,Online,Marketing,90,2023-08-31,Thursday,0,4.0,2.9,1,0.32,Rainy,0,49,27
9001,Event_9001,Training,Hybrid,Leadership,261,2023-01-11,Wednesday,0,6.7,3.2,0,0.79,Rainy,128.95,475,182
9002,Event_9002,Seminar,Hybrid,Marketing,252,2024-01-15,Monday,0,6.1,3.5,0,0.94,Cloudy,0,503,233
9003,Event_9003,Seminar,Offline,Leadership,314,2022-05-28,Saturday,1,2.0,2.8,0,0.55,Cloudy,7.08,728,203
9004,Event_9004,Workshop,Hybrid,Leadership,530,2022-11-21,Monday,0,7.5,2.7,0,0.98,Clear,130.74,544,503
9005,Event_9005,Seminar,Hybrid,Marketing,313,2023-01-30,Monday,0,5.3,3.4,0,0.97,Cloudy,0,771,298
9006,Event_9006,Workshop,Offline,Sales,502,2024-04-04,Thursday,0,0.7,3.3,0,0.96,Rainy,0,695,431
9007,Event_9007,Seminar,Offline,Design,238,2023-11-23,Thursday,0,1.1,2.6,1,0.64,Clear,149.98,561,162
9008,Event_9008,Workshop,Offline,Leadership,536,2022-03-28,Monday,0,6.7,2.4,0,0.59,Snowy,0,653,311
9009,Event_9009,Conference,Online,Marketing,62,2023-04-06,Thursday,0,5.2,4.3,1,0.56,Stormy,177.88,402,44
9010,Event_9010,Summit,Online,Finance,523,2023-10-09,Monday,0,4.0,4.5,0,0.76,Snowy,154.4,620,428
9011,Event_9011,Conference,Online,Sales,273,2022-01-10,Monday,0,7.5,2.4,0,0.64,Rainy,126.8,242,144
9012,Event_9012,Seminar,Online,Leadership,514,2024-03-30,Saturday,1,3.9,2.1,0,0.35,Cloudy,74.89,789,226
9013,Event_9013,Seminar,Offline,Operations,592,2022-01-23,Sunday,1,5.4,1.4,1,0.76,Snowy,41.5,481,484
9014,Event_9014,Training,Online,Engineering,424,2023-04-21,Friday,0,7.7,4.3,0,0.85,Rainy,0,149,343
9015,Event_9015,Summit,Offline,Finance,176,2023-09-05,Tuesday,0,7.4,2.0,0,0.87,Cloudy,0,366,154
9016,Event_9016,Webinar,Online,Leadership,386,2023-11-12,Sunday,1,7.7,3.4,1,0.72,Snowy,0,550,361
9017,Event_9017,Summit,Hybrid,Marketing,476,2022-08-24,Wednesday,0,2.0,4.7,0,0.38,Stormy,103.02,786,202
9018,Event_9018,Webinar,Online,Finance,552,2024-01-01,Monday,0,7.7,1.6,1,0.83,Stormy,157.5,241,520
9019,Event_9019,Seminar,Hybrid,HR,558,2022-09-08,Thursday,0,5.6,1.0,1,0.91,Clear,103.13,241,529
9020,Event_9020,Meetup,Offline,Finance,282,2023-06-29,Thursday,0,3.8,3.4,1,0.69,Stormy,0,205,209
9021,Event_9021,Seminar,Offline,Leadership,143,2023-12-28,Thursday,0,1.9,4.6,1,0.91,Stormy,0,774,134
9022,Event_9022,Cultural,Hybrid,Finance,300,2022-06-29,Wednesday,0,7.2,1.9,0,1.0,Cloudy,106.54,236,286
9023,Event_9023,Sports,Online,Engineering,219,2023-03-01,Wednesday,0,4.8,2.0,0,0.57,Rainy,0,510,132
9024,Event_9024,Training,Online,Design,533,2022-10-08,Saturday,1,2.4,2.8,0,0.35,Rainy,176.07,600,183
9025,Event_9025,Training,Offline,Engineering,459,2022-11-25,Friday,0,3.6,1.7,0,0.45,Rainy,178.74,392,157
9026,Event_9026,Conference,Hybrid,Marketing,304,2023-05-19,Friday,0,4.9,1.2,0,0.54,Stormy,154.35,607,161
9027,Event_9027,Conference,Hybrid,HR,186,2024-02-02,Friday,0,5.9,1.3,0,0.51,Cloudy,27.12,161,99
9028,Event_9028,Webinar,Offline,HR,478,2023-08-10,Thursday,0,1.0,2.5,0,0.54,Cloudy,0,788,300
9029,Event_9029,Training,Offline,Design,259,2023-11-21,Tuesday,0,0.9,1.8,1,0.76,Stormy,0,621,204
9030,Event_9030,Workshop,Online,Operations,465,2023-12-05,Tuesday,0,5.4,4.0,1,0.67,Clear,86.63,351,331
9031,Event_9031,Workshop,Hybrid,Leadership,470,2022-08-04,Thursday,0,2.5,4.3,0,0.45,Snowy,0,284,232
9032,Event_9032,Training,Online,Leadership,30,2024-01-01,Monday,0,4.1,2.6,1,0.55,Rainy,99.83,31,14
9033,Event_9033,Cultural,Hybrid,Sales,192,2022-04-07,Thursday,0,3.2,2.7,0,0.93,Cloudy,196.69,279,187
9034,Event_9034,Workshop,Online,Design,466,2022-06-03,Friday,0,3.4,4.4,0,0.64,Cloudy,0,224,317
9035,Event_9035,Conference,Hybrid,Design,533,2022-05-08,Sunday,1,5.4,4.9,1,0.88,Rainy,131.62,316,505
9036,Event_9036,Training,Hybrid,HR,217,2023-03-28,Tuesday,0,6.7,2.7,1,0.99,Snowy,0,139,209
9037,Event_9037,Sports,Online,HR,377,2024-04-02,Tuesday,0,1.3,4.3,1,0.86,Snowy,0,339,357
9038,Event_9038,Meetup,Online,HR,233,2022-01-12,Wednesday,0,7.1,4.1,0,0.79,Snowy,188.79,543,199
9039,Event_9039,Webinar,Online,Engineering,477,2022-03-24,Thursday,0,2.7,2.2,1,0.94,Clear,91.59,506,448
9040,Event_9040,Meetup,Offline,Design,398,2023-09-30,Saturday,1,5.3,1.7,1,0.9,Clear,28.57,59,63
9041,Event_9041,Webinar,Online,Finance,559,2022-06-21,Tuesday,0,1.2,4.9,0,0.48,Clear,108.7,519,351
9042,Event_9042,Cultural,Online,Finance,136,2023-06-06,Tuesday,0,4.7,2.0,1,0.49,Snowy,53.2,619,90
9043,Event_9043,Summit,Hybrid,Leadership,133,2023-10-19,Thursday,0,7.8,1.7,0,0.67,Stormy,145.22,151,89
9044,Event_9044,Sports,Online,Sales,334,2022-06-22,Wednesday,0,2.8,1.3,1,0.68,Stormy,199.99,211,296
9045,Event_9045,Cultural,Offline,HR,285,2023-07-30,Sunday,1,0.6,2.6,1,0.87,Snowy,97.53,447,273
9046,Event_9046,Meetup,Hybrid,Engineering,244,2023-07-09,Sunday,1,0.6,3.7,0,0.6,Clear,0,780,173
9047,Event_9047,Webinar,Offline,Finance,80,2023-09-22,Friday,0,7.4,1.8,1,0.35,Rainy,130.19,59,28
9048,Event_9048,Conference,Hybrid,Engineering,395,2022-10-16,Sunday,1,1.9,2.0,0,0.62,Clear,52.61,143,281
9049,Event_9049,Sports,Hybrid,Engineering,508,2022-06-15,Wednesday,0,4.3,1.1,0,0.84,Cloudy,0,190,484
9050,Event_9050,Webinar,Online,Design,265,2022-09-16,Friday,0,6.3,2.0,0,0.7,Clear,0,789,215
9051,Event_9051,Meetup,Hybrid,Marketing,119,2023-11-06,Monday,0,1.1,5.0,1,0.89,Rainy,1.52,506,102
9052,Event_9052,Conference,Hybrid,Operations,131,2022-12-06,Tuesday,0,4.5,1.9,0,0.91,Rainy,0,118,110
9053,Event_9053,Meetup,Offline,Design,582,2024-02-10,Saturday,1,7.3,4.2,0,0.91,Clear,1.69,567,550
9054,Event_9054,Conference,Hybrid,Design,574,2023-09-06,Wednesday,0,5.5,1.2,0,0.59,Snowy,0,252,343
